Title,All_Words
Pink Floyd: The Wall,bobgeldof christinehargreaves jameslaurenson alanparker animation  drama  fantasy P i n k   F l o y d :   T h e   W a l l midst troubled rock star descends madness confined everyone physical social isolation b o b g e l d o f   c h r i s t i n e h a r g r e a v e s   j a m e s l a u r e n s o n   a l a n p a r k e r   a n i m a t i o n     d r a m a     f a n t a s y   P   i   n   k       F   l   o   y   d   :       T   h   e       W   a   l   l   m i d s t   t r o u b l e d   r o c k   s t a r   d e s c e n d s   m a d n e s s   c o n f i n e d   e v e r y o n e   p h y s i c a l   s o c i a l   i s o l a t i o n   
The King's Speech,colinfirth helenabonhamcarter derekjacobi tomhooper biography  drama T h e   K i n g ' s   S p e e c h northern ireland unsure monarch become worthy speech therapist helped impromptu ascension throne great britain story united kingdom king george vi c o l i n f i r t h   h e l e n a b o n h a m c a r t e r   d e r e k j a c o b i   t o m h o o p e r   b i o g r a p h y     d r a m a   T   h   e       K   i   n   g   '   s       S   p   e   e   c   h   n o r t h e r n   i r e l a n d   u n s u r e   m o n a r c h   b e c o m e   w o r t h y   s p e e c h   t h e r a p i s t   h e l p e d   i m p r o m p t u   a s c e n s i o n   t h r o n e   g r e a t   b r i t a i n   s t o r y   u n i t e d   k i n g d o m   k i n g   g e o r g e   v i   
A Christmas Story,melindadillon darrenmcgavin peterbillingsley bobclark comedy  family A   C h r i s t m a s   S t o r y teacher red ryder b perfect christmas gift santa parents gun really convince young boy named ralphie attempts 1940s m e l i n d a d i l l o n   d a r r e n m c g a v i n   p e t e r b i l l i n g s l e y   b o b c l a r k   c o m e d y     f a m i l y   A       C   h   r   i   s   t   m   a   s       S   t   o   r   y   t e a c h e r   r e d   r y d e r   b   p e r f e c t   c h r i s t m a s   g i f t   s a n t a   p a r e n t s   g u n   r e a l l y   c o n v i n c e   y o u n g   b o y   n a m e d   r a l p h i e   a t t e m p t s   1 9 4 0 s   
The Graduate,annebancroft dustinhoffman katharineross mikenichols comedy  drama T h e   G r a d u a t e torn older lover disillusioned college graduate finds daughter a n n e b a n c r o f t   d u s t i n h o f f m a n   k a t h a r i n e r o s s   m i k e n i c h o l s   c o m e d y     d r a m a   T   h   e       G   r   a   d   u   a   t   e   t o r n   o l d e r   l o v e r   d i s i l l u s i o n e d   c o l l e g e   g r a d u a t e   f i n d s   d a u g h t e r   
JFK,sallykirkland anthonyramirez raylepere oliverstone drama  history  thriller J F K new orleans da discovers official story kennedy assassination s a l l y k i r k l a n d   a n t h o n y r a m i r e z   r a y l e p e r e   o l i v e r s t o n e   d r a m a     h i s t o r y     t h r i l l e r   J   F   K   n e w   o r l e a n s   d a   d i s c o v e r s   o f f i c i a l   s t o r y   k e n n e d y   a s s a s s i n a t i o n   
Sling Blade,billybobthornton dwightyoakam j.t.walsh billybobthornton drama S l i n g   B l a d e start small town released mother lover childhood murder new life simple man hospitalized since karl childers b i l l y b o b t h o r n t o n   d w i g h t y o a k a m   j . t . w a l s h   b i l l y b o b t h o r n t o n   d r a m a   S   l   i   n   g       B   l   a   d   e   s t a r t   s m a l l   t o w n   r e l e a s e d   m o t h e r   l o v e r   c h i l d h o o d   m u r d e r   n e w   l i f e   s i m p l e   m a n   h o s p i t a l i z e d   s i n c e   k a r l   c h i l d e r s   
Blood Diamond,leonardodicaprio djimonhounsou jenniferconnelly edwardzwick adventure  drama  thriller B l o o d   D i a m o n d possession priceless diamond syndicate smuggler fisherman businessmen match wits l e o n a r d o d i c a p r i o   d j i m o n h o u n s o u   j e n n i f e r c o n n e l l y   e d w a r d z w i c k   a d v e n t u r e     d r a m a     t h r i l l e r   B   l   o   o   d       D   i   a   m   o   n   d   p o s s e s s i o n   p r i c e l e s s   d i a m o n d   s y n d i c a t e   s m u g g l e r   f i s h e r m a n   b u s i n e s s m e n   m a t c h   w i t s   
Magnolia,pathealy genevievezweig markflanagan paulthomasanderson drama M a g n o l i a forgiveness epic mosaic search love san fernando valley meaning interrelated characters p a t h e a l y   g e n e v i e v e z w e i g   m a r k f l a n a g a n   p a u l t h o m a s a n d e r s o n   d r a m a   M   a   g   n   o   l   i   a   f o r g i v e n e s s   e p i c   m o s a i c   s e a r c h   l o v e   s a n   f e r n a n d o   v a l l e y   m e a n i n g   i n t e r r e l a t e d   c h a r a c t e r s   
Rain Man,dustinhoffman tomcruise valeriagolino barrylevinson drama R a i n   M a n father left selfish yuppie charlie babbitt country pittance fortune savant brother raymond travel cross d u s t i n h o f f m a n   t o m c r u i s e   v a l e r i a g o l i n o   b a r r y l e v i n s o n   d r a m a   R   a   i   n       M   a   n   f a t h e r   l e f t   s e l f i s h   y u p p i e   c h a r l i e   b a b b i t t   c o u n t r y   p i t t a n c e   f o r t u n e   s a v a n t   b r o t h e r   r a y m o n d   t r a v e l   c r o s s   
The Revenant,leonardodicaprio tomhardy domhnallgleeson alejandrogonzáleziñárritu adventure  drama  thriller T h e   R e v e n a n t survival 1820s fights left mauled fur trading expedition dead hunting team bear frontiersman members l e o n a r d o d i c a p r i o   t o m h a r d y   d o m h n a l l g l e e s o n   a l e j a n d r o g o n z á l e z i ñ á r r i t u   a d v e n t u r e     d r a m a     t h r i l l e r   T   h   e       R   e   v   e   n   a   n   t   s u r v i v a l   1 8 2 0 s   f i g h t s   l e f t   m a u l e d   f u r   t r a d i n g   e x p e d i t i o n   d e a d   h u n t i n g   t e a m   b e a r   f r o n t i e r s m a n   m e m b e r s   
The Nightmare Before Christmas,dannyelfman chrissarandon catherineo'hara henryselick animation  family  fantasy T h e   N i g h t m a r e   B e f o r e   C h r i s t m a s discovers christmas town king attempts jack skellington halloween home cause confusion bring d a n n y e l f m a n   c h r i s s a r a n d o n   c a t h e r i n e o ' h a r a   h e n r y s e l i c k   a n i m a t i o n     f a m i l y     f a n t a s y   T   h   e       N   i   g   h   t   m   a   r   e       B   e   f   o   r   e       C   h   r   i   s   t   m   a   s   d i s c o v e r s   c h r i s t m a s   t o w n   k i n g   a t t e m p t s   j a c k   s k e l l i n g t o n   h a l l o w e e n   h o m e   c a u s e   c o n f u s i o n   b r i n g   
The Manchurian Candidate,franksinatra laurenceharvey janetleigh johnfrankenheimer drama  thriller T h e   M a n c h u r i a n   C a n d i d a t e brainwashed international communist conspiracy unwitting assassin former prisoner war f r a n k s i n a t r a   l a u r e n c e h a r v e y   j a n e t l e i g h   j o h n f r a n k e n h e i m e r   d r a m a     t h r i l l e r   T   h   e       M   a   n   c   h   u   r   i   a   n       C   a   n   d   i   d   a   t   e   b r a i n w a s h e d   i n t e r n a t i o n a l   c o m m u n i s t   c o n s p i r a c y   u n w i t t i n g   a s s a s s i n   f o r m e r   p r i s o n e r   w a r   
Deadpool,ryanreynolds karansoni edskrein timmiller action  adventure  comedy D e a d p o o l talking mercenary subjected revenge fast accelerated healing powers leaves quest rogue experiment humor morbid sense r y a n r e y n o l d s   k a r a n s o n i   e d s k r e i n   t i m m i l l e r   a c t i o n     a d v e n t u r e     c o m e d y   D   e   a   d   p   o   o   l   t a l k i n g   m e r c e n a r y   s u b j e c t e d   r e v e n g e   f a s t   a c c e l e r a t e d   h e a l i n g   p o w e r s   l e a v e s   q u e s t   r o g u e   e x p e r i m e n t   h u m o r   m o r b i d   s e n s e   
The Wild Bunch,williamholden ernestborgnine robertryan sampeckinpah action  adventure  western T h e   W i l d   B u n c h traditional one last big score disappearing around aging group outlaws look american west w i l l i a m h o l d e n   e r n e s t b o r g n i n e   r o b e r t r y a n   s a m p e c k i n p a h   a c t i o n     a d v e n t u r e     w e s t e r n   T   h   e       W   i   l   d       B   u   n   c   h   t r a d i t i o n a l   o n e   l a s t   b i g   s c o r e   d i s a p p e a r i n g   a r o u n d   a g i n g   g r o u p   o u t l a w s   l o o k   a m e r i c a n   w e s t   
Aladdin,"scottweinger robinwilliams lindalarkin ronclements,johnmusker animation  adventure  comedy A l a d d i n magic power order love uses genie beautiful princess prince marry street urchin vies make s c o t t w e i n g e r   r o b i n w i l l i a m s   l i n d a l a r k i n   r o n c l e m e n t s , j o h n m u s k e r   a n i m a t i o n     a d v e n t u r e     c o m e d y   A   l   a   d   d   i   n   m a g i c   p o w e r   o r d e r   l o v e   u s e s   g e n i e   b e a u t i f u l   p r i n c e s s   p r i n c e   m a r r y   s t r e e t   u r c h i n   v i e s   m a k e   "
Big Fish,ewanmcgregor albertfinney billycrudup timburton adventure  drama  fantasy B i g   F i s h dying father fiction fact frustrated son tries life determine e w a n m c g r e g o r   a l b e r t f i n n e y   b i l l y c r u d u p   t i m b u r t o n   a d v e n t u r e     d r a m a     f a n t a s y   B   i   g       F   i   s   h   d y i n g   f a t h e r   f i c t i o n   f a c t   f r u s t r a t e d   s o n   t r i e s   l i f e   d e t e r m i n e   
Patton,georgec.scott karlmalden stephenyoung franklinj.schaffner biography  drama  war P a t t o n controversial american general george world war ii phase career patton g e o r g e c . s c o t t   k a r l m a l d e n   s t e p h e n y o u n g   f r a n k l i n j . s c h a f f n e r   b i o g r a p h y     d r a m a     w a r   P   a   t   t   o   n   c o n t r o v e r s i a l   a m e r i c a n   g e n e r a l   g e o r g e   w o r l d   w a r   i i   p h a s e   c a r e e r   p a t t o n   
The Lost Weekend,raymilland janewyman phillipterry billywilder drama  film-noir T h e   L o s t   W e e k e n d followed four chronic alcoholic day drinking bout desperate life r a y m i l l a n d   j a n e w y m a n   p h i l l i p t e r r y   b i l l y w i l d e r   d r a m a     f i l m - n o i r   T   h   e       L   o   s   t       W   e   e   k   e   n   d   f o l l o w e d   f o u r   c h r o n i c   a l c o h o l i c   d a y   d r i n k i n g   b o u t   d e s p e r a t e   l i f e   
Short Term 12,brielarson johngallagherjr. stephaniebeatriz destindanielcretton drama S h o r t   T e r m   1 2 co residential treatment facility navigates 20 longtime boyfriend something supervising staff member world alongside troubled waters worker b r i e l a r s o n   j o h n g a l l a g h e r j r .   s t e p h a n i e b e a t r i z   d e s t i n d a n i e l c r e t t o n   d r a m a   S   h   o   r   t       T   e   r   m       1   2   c o   r e s i d e n t i a l   t r e a t m e n t   f a c i l i t y   n a v i g a t e s   2 0   l o n g t i m e   b o y f r i e n d   s o m e t h i n g   s u p e r v i s i n g   s t a f f   m e m b e r   w o r l d   a l o n g s i d e   t r o u b l e d   w a t e r s   w o r k e r   
His Girl Friday,carygrant rosalindrussell ralphbellamy howardhawks comedy  drama  romance H i s   G i r l   F r i d a y remarrying wife book ace reporter ex newspaper editor uses every trick keep c a r y g r a n t   r o s a l i n d r u s s e l l   r a l p h b e l l a m y   h o w a r d h a w k s   c o m e d y     d r a m a     r o m a n c e   H   i   s       G   i   r   l       F   r   i   d   a   y   r e m a r r y i n g   w i f e   b o o k   a c e   r e p o r t e r   e x   n e w s p a p e r   e d i t o r   u s e s   e v e r y   t r i c k   k e e p   
The Straight Story,sissyspacek janegallowayheitz josepha.carpenter davidlynch biography  drama T h e   S t r a i g h t   S t o r y long journey mover tractor old man makes lawn ill brother mend relationship s i s s y s p a c e k   j a n e g a l l o w a y h e i t z   j o s e p h a . c a r p e n t e r   d a v i d l y n c h   b i o g r a p h y     d r a m a   T   h   e       S   t   r   a   i   g   h   t       S   t   o   r   y   l o n g   j o u r n e y   m o v e r   t r a c t o r   o l d   m a n   m a k e s   l a w n   i l l   b r o t h e r   m e n d   r e l a t i o n s h i p   
Slumdog Millionaire,"devpatel saurabhshukla anilkapoor dannyboyle,loveleentandan drama S l u m d o g   M i l l i o n a i r e accused slums indian version millionaire ?"" mumbai teen reflects cheating wants upbringing d e v p a t e l   s a u r a b h s h u k l a   a n i l k a p o o r   d a n n y b o y l e , l o v e l e e n t a n d a n   d r a m a   S   l   u   m   d   o   g       M   i   l   l   i   o   n   a   i   r   e   a c c u s e d   s l u m s   i n d i a n   v e r s i o n   m i l l i o n a i r e   ? ""   m u m b a i   t e e n   r e f l e c t s   c h e a t i n g   w a n t s   u p b r i n g i n g   "
